x, y
0.2310681068319669, 0.0001316703728414663
0.23714485995286563, 0.0001762467961961611
0.24259297024287488, 0.00023212355921717822
0.2505938157436701, 0.0003369211437541026
0.2596998507244278, 0.0004970184234533127
0.26826489026430195, 0.0007331902963985721
0.2789166252376205, 0.0011172009116195468
0.29093380044124784, 0.00181629571262165
0.30643728059134145, 0.0030010761126640405
0.32592423909016205, 0.0056448040322702635
0.3444080497177524, 0.009951304722374182
0.36750018992744693, 0.017261399539241853
0.3972635297972424, 0.03408422252079202
0.41979313322446404, 0.05278410239752912
0.45526647757671357, 0.09928302477768378
0.5050803959714742, 0.23051762993037966
0.5621659860199606, 0.455178282366422
0.6057263694872757, 0.7643762081330093
0.6676562088355054, 1.3695361253129728
0.712421744365054, 1.9559032206331928
0.7626594475479241, 2.838941262103915
0.8297938489502692, 4.325845256867228
0.8940918306104573, 6.381388730059361
0.9633720502696425, 8.967138848119404
1.0279649727555094, 12.398165006636349
1.1184533464725117, 17.995605222388306
1.2248301193577615, 27.868667627216855
1.3945831261881023, 45.30764431118651
1.4688986295147055, 58.71300335584561
1.6243419142015292, 88.02655252548057
1.807929551639588, 129.8547721605015
2.1681906728869658, 256.41020240816897
2.468686946033036, 416.86033949908153
2.9224368401244307, 734.8889777771993
3.360015832699266, 1138.076569889317
