x, y
0.9642857142857142, 83.97191011235955
0.9989010989010989, 84.2247191011236
1.0236263736263735, 84.47752808988764
1.0532967032967033, 84.69662921348315
1.0928571428571427, 84.9494382022472
1.1225274725274725, 85.18539325842697
1.152197802197802, 85.40449438202248
1.1818681318681319, 85.67415730337079
1.2115384615384615, 85.91011235955057
1.256043956043956, 86.19662921348315
1.2857142857142856, 86.43258426966293
1.3104395604395604, 86.60112359550561
1.3252747252747252, 86.80337078651685
1.3499999999999999, 86.98876404494382
1.3796703296703297, 87.15730337078652
1.3994505494505494, 87.37640449438203
1.434065934065934, 87.59550561797752
1.4686813186813186, 87.86516853932584
1.5082417582417582, 88.1685393258427
1.4884615384615385, 88
1.528021978021978, 88.32022471910112
1.5527472527472528, 88.47191011235955
1.5774725274725274, 88.67415730337079
1.617032967032967, 88.96067415730337
1.6565934065934065, 89.24719101123596
1.6961538461538461, 89.5
1.7406593406593407, 89.80337078651685
1.7802197802197801, 90.07303370786516
1.8197802197802198, 90.30898876404494
1.8593406593406592, 90.52808988764045
1.889010989010989, 90.71348314606742
1.9384615384615385, 90.9494382022472
1.9879120879120877, 91.08426966292134
2.052197802197802, 91.1685393258427
2.0868131868131865, 91.13483146067415
2.1214285714285714, 91.03370786516854
2.151098901098901, 90.89887640449439
2.165934065934066, 90.79775280898876
2.1758241758241756, 90.66292134831461
2.1906593406593404, 90.49438202247191
2.21043956043956, 90.29213483146067
2.2252747252747254, 90.1067415730337
2.24010989010989, 89.88764044943821
2.254945054945055, 89.6685393258427
2.2796703296703296, 89.51685393258427
2.324175824175824, 89.34831460674157
2.3884615384615384, 89.36516853932584
2.423076923076923, 89.5
2.460164835164835, 89.66827598314606
2.4972527472527473, 89.83707865168539
2.534340659340659, 90.02220856741573
2.586263736263736, 90.20786516853933
2.6184065934065934, 90.34243328651685
2.6629120879120878, 90.52782654494382
2.712362637362637, 90.67951193820225
2.7865384615384614, 90.91546699438203
2.826098901098901, 91.03344452247191
2.8656593406593407, 91.16827598314606
2.91510989010989, 91.30310744382022
2.969505494505494, 91.40423103932584
3.0288461538461537, 91.5390625
3.103021978021978, 91.60647823033707
3.187087912087912, 91.65704002808988
3.2563186813186813, 91.69074789325843
3.3206043956043954, 91.69074789325843
3.3997252747252746, 91.60647823033707
3.5035714285714286, 91.42108497191012
3.5629120879120877, 91.23569171348315
3.6222527472527473, 91.05029845505618
3.6618131868131867, 90.86490519662921
3.706318681318681, 90.67951193820225
3.750824175824176, 90.46041081460675
3.79532967032967, 90.19074789325843
3.8348901098901096, 89.95479283707866
3.8744505494505495, 89.75254564606742
3.909065934065934, 89.49973665730337
3.9486263736263734, 89.23007373595506
3.983241758241758, 88.94355688202248
4.017857142857142, 88.65704002808988
4.052472527472528, 88.3705231741573
4.087087912087912, 88.10086025280899
4.121703296703297, 87.79748946629213
4.156318681318681, 87.46041081460675
4.185989010989011, 87.17389396067416
4.220604395604395, 86.81996137640449
4.250274725274725, 86.46602879213484
4.284890109890109, 86.0952422752809
4.319505494505495, 85.7076018258427
4.349175824175824, 85.33681530898876
4.373901098901099, 84.99973665730337
4.4035714285714285, 84.62895014044943
4.428296703296703, 84.27501755617978
4.443131868131868, 83.97164676966293
4.457967032967033, 83.66827598314607
4.477747252747252, 83.39861306179775
3.454120879120879, 91.52220856741573
